variable	label
i4162	DERIVED VARIABLE FROM ERT-PAGE 9, BOTTOM HALF (C)
i4163	DERIVED VARIABLE FROM ERT-PAGE 9, BOTTOM HALF (D)
i4164	DERIVED VARIABLE FROM ERT-PAGE 9, BOTTOM HALF (E)
i4201	DERIVED VAR BAS WORD SIMILARITIES ITEM 1
i4202	DERIVED VAR BAS WORD SIMILARITIES ITEM 2
i4203	DERIVED VAR BAS WORD SIMILARITIES ITEM 3
i4204	DERIVED VAR BAS WORD SIMILARITIES ITEM 4
i4205	DERIVED VAR BAS WORD SIMILARITIES ITEM 5
i4206	DERIVED VAR BAS WORD SIMILARITIES ITEM 6
i4207	DERIVED VAR BAS WORD SIMILARITIES ITEM 7
i4208	DERIVED VAR BAS WORD SIMILARITIES ITEM 8
i4209	DERIVED VAR BAS WORD SIMILARITIES ITEM 9
i4210	DERIVED VAR BAS WORD SIMILARITIES ITEM 10
i4211	DERIVED VAR BAS WORD SIMILARITIES ITEM 11
i4212	DERIVED VAR BAS WORD SIMILARITIES ITEM 12
i4213	DERIVED VAR BAS WORD SIMILARITIES ITEM 13
i4214	DERIVED VAR BAS WORD SIMILARITIES ITEM 14
i4215	DERIVED VAR BAS WORD SIMILARITIES ITEM 15
i4216	DERIVED VAR BAS WORD SIMILARITIES ITEM 16
i4217	DERIVED VAR BAS WORD SIMILARITIES ITEM 17
i4218	DERIVED VAR BAS WORD SIMILARITIES ITEM 18
i4219	DERIVED VAR BAS WORD SIMILARITIES ITEM 19
i4220	DERIVED VAR BAS WORD SIMILARITIES ITEM 20
i4221	DERIVED VAR BAS WORD SIMILARITIES ITEM 21
parental	PARENTAL QUESTIONNAIRE COMPLETED
medical	MEDICAL QUESTIONNAIRE COMPLETED
maternal	MATERNAL QUESTIONNAIRE COMPLETED
educatio	EDUCATIONAL QUESTIONNAIRE COMPLETED
edscore	EDUCATIONAL SCORE FORM COMPLETED
pupil	PUPIL QUESTIONNAIRE COMPLETED
tests10	MATHS TEST, READING TEST, BAS TEST COMPLETED
